FULL_FIPS,id,name,address,zip_code,city,state,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code
14000US04013617700,98,Glendale,7720 West Bell Road,85308,Glendale,AZ,33.639301,-112.226529,1,rooftop,7720,W Bell Rd,Glendale,AZ,Maricopa County,85308,US,City of Glendale,2015,4,04013,427820,617700,3005,3,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,0,0
14000US04013422503,99,Mesa,2050 East Baseline Rd.,85204,Mesa,AZ,33.380848,-111.787182,1,rooftop,2050,E Baseline Rd,Mesa,AZ,Maricopa County,85204,US,City of Mesa,2015,4,04013,446000,422503,4011,4,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,0,0
14000US04013103208,100,Paradise Valley,4726 E. Shea Blvd.,85028,Phoenix,AZ,33.584326,-111.980049,1,rooftop,4726,E Shea Blvd,Phoenix,AZ,Maricopa County,85028,US,Maricopa,2015,4,04013,455000,103208,1025,1,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,0,0
14000US04013108502,101,Phoenix,4821 N. 20th Street,85016,Phoenix,AZ,33.507104,-112.038714,1,range_interpolation,4821,N 20th St,Phoenix,AZ,Maricopa County,85016,US,TIGER/Line® dataset from the US Census Bureau,2015,4,04013,455000,108502,4002,4,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,0,0
14000US04025000802,102,Prescott,252 Lee Blvd,86303,Prescott,AZ,34.539974,-112.413267,1,range_interpolation,252,Lee Blvd,Prescott,AZ,Yavapai County,86303,US,TIGER/Line® dataset from the US Census Bureau,2015,4,04025,457380,000802,1008,1,"Prescott, AZ",39140,metropolitan,0,0
14000US04013216816,103,Scottsdale (North),7555 E. Frank Lloyd Wright,85260,N. Scottsdale,AZ,33.635961,-111.917166,1,rooftop,7555,E Frank Lloyd Wright Blvd,Scottsdale,AZ,Maricopa County,85260,US,Maricopa,2015,4,04013,465000,216816,1009,1,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,0,0
14000US04013216901,104,Scottsdale,6202 N. Scottsdale Road,85253,Scottsdale,AZ,33.529018,-111.927609,1,rooftop,6202,N Scottsdale Rd,Paradise Valley,AZ,Maricopa County,85253,US,City of Scottsdale,2015,4,04013,452930,216901,2032,2,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,0,0
14000US04013040531,105,Surprise,14095 West Grand Ave.,85374,Surprise,AZ,33.651351,-112.36757,1,rooftop,14095,W Grand Ave,Surprise,AZ,Maricopa County,85374,US,Maricopa,2015,4,04013,471510,040531,1000,1,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,0,0
14000US04013319905,106,Tempe,6460 S. McClintock Drive,85283,Tempe,AZ,33.363105,-111.91137,0.9,range_interpolation,6460,S McClintock Dr,Tempe,AZ,Maricopa County,85281,US,TIGER/Line® dataset from the US Census Bureau,2015,4,04013,473000,319905,2000,2,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,0,0
14000US04019002904,107,Tucson (Crossroads),4766 East Grant Road,85712,Tucson,AZ,32.249797,-110.890958,1,rooftop,4766,E Grant Rd,Tucson,AZ,Pima County,85712,US,Pima,2015,4,04019,477000,002904,3010,3,"Tucson, AZ",46060,metropolitan,"Tucson-Nogales, AZ",536
14000US04019004713,108,Tucson - Oro Valley,7912 N. Oracle,85704,Oro Valley,AZ,32.350487,-110.973219,1,rooftop,7912,N Oracle Rd,Tucson,AZ,Pima County,85704,US,Pima,2015,4,04019,477000,004713,2016,2,"Tucson, AZ",46060,metropolitan,"Tucson-Nogales, AZ",536
14000US06001428400,109,Alameda,2217 South Shore Center,94501,Alameda,CA,37.757662,-122.251426,1,rooftop,2217,S Shore Ctr,Alameda,CA,Alameda County,94501,US,Alameda County,2015,6,06001,600562,428400,1015,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06079011800,110,Arroyo Grande,955 Rancho Parkway,93420,Arroyo Grande,CA,35.126986,-120.593871,1,range_interpolation,955,Rancho Pkwy,Arroyo Grande,CA,San Luis Obispo County,93420,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06079,602868,011800,3000,3,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,metropolitan,0,0
14000US06029001600,111,Bakersfield,8200-C 21 Stockdale Hwy.,93311,Bakersfield,CA,35.378105,-119.011747,0.8,range_interpolation,8200,21st St,Bakersfield,CA,Kern County,93301,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06029,603526,001600,1054,1,"Bakersfield, CA",12540,metropolitan,0,0
14000US06001422300,112,Berkeley,1885 University Ave.,94703,Berkeley,CA,37.871616,-122.273436,1,range_interpolation,1885,University Ave,Berkeley,CA,Alameda County,94703,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06001,606000,422300,3010,3,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037571900,113,Bixby Knolls,4121 Atlantic Ave.,90807,Bixby Knolls,CA,33.832922,-118.185436,1,rooftop,4121,Atlantic Ave,Long Beach,CA,Los Angeles County,90807,US,City of Long Beach,2015,6,06037,643000,571900,1013,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059011707,114,Brea,2500 E. Imperial Hwy. Suite 177,92821,Brea,CA,33.909638,-117.864404,1,rooftop,2500,E Imperial Hwy,Brea,CA,Orange County,92821,US,City of Brea,2015,6,06059,608100,011707,1001,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06013303201,115,Brentwood,5451 Lone Tree Way,94513,Brentwood,CA,37.960884,-121.750074,1,rooftop,5451,Lone Tree Way,Brentwood,CA,Contra Costa County,94513,US,Contra Costa County,2015,6,06013,608142,303201,2006,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037310202,116,Burbank,214 East Alameda,91502,Burbank,CA,34.184225,-118.297721,1,rooftop,214,E Alameda Ave,Burbank,CA,Los Angeles County,91502,US,City of Burbank,2015,6,06037,608954,310202,1007,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06111005502,117,Camarillo,363 Carmen Drive,93010,Camarillo,CA,34.219725,-119.052902,1,rooftop,363,Carmen Dr,Camarillo,CA,Ventura County,93010,US,Ventura,2015,6,06111,610046,005502,3003,3,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06085502604,118,Campbell,1875 Bascom Avenue,95008,Campbell,CA,37.288446,-121.933398,1,rooftop,1875,S Bascom Ave,Campbell,CA,Santa Clara County,95008,US,Santa Clara County,2015,6,06085,610345,502604,1015,1,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06087121700,119,Capitola,3555 Clares Street #D,95010,Capitola,CA,36.978614,-121.969384,1,rooftop,3555,Clares St,Capitola,CA,Santa Cruz County,95010,US,City of Santa Cruz,2015,6,06087,611040,121700,2013,2,"Santa Cruz-Watsonville, CA",42100,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06073020013,120,Carlsbad,2629 Gateway Road,92009,Carlsbad,CA,33.126705,-117.254558,1,rooftop,2629,Gateway Rd,Carlsbad,CA,San Diego County,92009,US,San Diego Geographic Information Source - JPA,2015,6,06073,611194,020013,1006,1,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06001431100,121,Castro Valley,22224 Redwood Road,94546,Castro Valley,CA,37.684975,-122.073251,1,rooftop,22224,Redwood Rd,Castro Valley,CA,Alameda County,94546,US,Alameda County,2015,6,06001,611964,431100,1015,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06065045000,122,Cathedral City,67-720 East Palm Cyn.,92234,Cathedral City,CA,33.78432,-116.474952,0.1,street_center,0,State Rte 111,Cathedral City,CA,Riverside County,92234,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06065,612048,045000,3011,3,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037554512,123,Cerritos,12861 Towne Center Drive,90703,Cerritos,CA,33.869176,-118.057969,1,rooftop,12861,Towne Center Dr,Cerritos,CA,Los Angeles County,90703,US,Los Angeles County,2015,6,06037,612552,554512,2014,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037113102,124,Chatsworth,10330 Mason Ave.,91311,Chatsworth,CA,34.258124,-118.579611,1,rooftop,10330,Mason Ave,Chatsworth,CA,Los Angeles County,91311,US,Los Angeles County,2015,6,06037,612748,113102,2014,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06007000202,125,Chico,"801 East Ave., Suite #110",95926,Chico,CA,39.758271,-121.846811,1,rooftop,801,East Ave,Chico,CA,Butte County,95926,US,Butte County,2015,6,06007,613014,000202,1006,1,"Chico, CA",17020,metropolitan,0,0
14000US06071000105,126,Chino Hills,13911 Peyton Dr.,91709,Chino Hills,CA,34.000533,-117.73204,1,rooftop,13911,Peyton Dr,Chino Hills,CA,San Bernardino County,91709,US,San Bernardino County,2015,6,06071,613214,000105,1019,1,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06073013419,127,Chula Vista,"878 Eastlake Parkway, Suite 810",91914,Chula Vista,CA,32.651639,-116.970587,1,rooftop,878,Eastlake Pkwy,Chula Vista,CA,San Diego County,91914,US,San Diego Geographic Information Source - JPA,2015,6,06073,613392,013419,2003,2,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06037401800,128,Claremont,475 W. Foothill Blvd.,91711,Claremont,CA,34.107131,-117.721637,1,range_interpolation,475,W Foothill Blvd,Claremont,CA,Los Angeles County,91711,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,613756,401800,3030,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06019005514,129,Clovis,"1077 N. Willow, Suite 101",93611,Clovis,CA,36.849405,-119.728034,1,rooftop,1077,N Willow Ave,Clovis,CA,Fresno County,93611,US,Fresno County,2015,6,06019,614218,005514,1009,1,"Fresno, CA",23420,metropolitan,"Fresno-Madera, CA",260
14000US06013338201,130,Concord (Oak Grove & Treat),785 Oak Grove Road,94518,Concord,CA,37.937739,-122.025309,1,rooftop,785,Oak Grove Rd,Concord,CA,Contra Costa County,94518,US,Contra Costa County,2015,6,06013,616000,338201,2000,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06013327000,131,Concord (Airport),1150 Concord Ave.,94520,Concord,CA,37.97887,-122.057022,1,rooftop,1150,Concord Ave,Concord,CA,Contra Costa County,94520,US,Contra Costa County,2015,6,06013,616000,327000,5032,5,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06065041911,132,Corona,"2790 Cabot Drive, Ste. 165",92883,Corona,CA,33.752748,-117.474266,0.33,place,0,0,Corona,CA,Riverside County,92883,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06065,616350,041911,3045,3,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059063605,133,Costa Mesa,640 W. 17th Street,92627,Costa Mesa,CA,33.636671,-117.924938,1,rooftop,640,W 17th St,Costa Mesa,CA,Orange County,92627,US,Orange County,2015,6,06059,616532,063605,2006,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037702400,134,Culver City,9290 Culver Blvd.,90232,Culver City,CA,34.025265,-118.393005,1,rooftop,9290,Culver Blvd,Culver City,CA,Los Angeles County,90232,US,Los Angeles County,2015,6,06037,617568,702400,1013,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06081600600,135,Daly City,417 Westlake Center,94015,Daly City,CA,37.699307,-122.468109,0.9,range_interpolation,417,Westlake Ave,Daly City,CA,San Mateo County,94014,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06081,617918,600600,2014,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06013345203,136,Danville,85 Railroad Ave.,94526,Danville,CA,37.823101,-122.003263,1,rooftop,85,Railroad Ave,Danville,CA,Contra Costa County,94526,US,Contra Costa County,2015,6,06013,617988,345203,3009,3,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06113010703,137,Davis,885 Russell Blvd,95616,Davis,CA,38.546505,-121.761491,1,range_interpolation,885,Russell Blvd,Davis,CA,Yolo County,95616,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06113,618100,010703,4000,4,"Sacramento--Roseville--Arden-Arcade, CA",40900,metropolitan,"Sacramento-Roseville, CA",472
14000US06037181500,138,Eagle Rock,1566 Colorado Blvd.,90041,Eagle Rock,CA,34.139317,-118.200353,1,rooftop,1566,W Colorado Blvd,Los Angeles,CA,Los Angeles County,90041,US,Los Angeles County,2015,6,06037,644000,181500,1006,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06013389100,139,El Cerrito,225 El Cerrito Plaza,94530,El Cerrito,CA,37.898857,-122.299568,1,rooftop,225,El Cerrito Plz,El Cerrito,CA,Contra Costa County,94530,US,Contra Costa County,2015,6,06013,621796,389100,2013,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06067009632,140,Elk Grove,9670 Bruceville Road,95757,Elk Grove,CA,38.406656,-121.420233,1,rooftop,9670,Bruceville Rd,Elk Grove,CA,Sacramento County,95757,US,City of Elk Grove,2015,6,06067,0,009632,3000,3,"Sacramento--Roseville--Arden-Arcade, CA",40900,metropolitan,"Sacramento-Roseville, CA",472
14000US06001425102,141,Emeryville,5700 Christie Avenue,94608,Emeryville,CA,37.83707,-122.294361,1,rooftop,5700,Christie Ave,Emeryville,CA,Alameda County,94608,US,Alameda County,2015,6,06001,622594,425102,3006,3,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06073017108,142,Encinitas,"115 N. El Camino Real, Suite A",92024,Encinitas,CA,33.046596,-117.259415,1,range_interpolation,115,N El Camino Real,Encinitas,CA,San Diego County,92024,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06073,622678,017108,4002,4,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06037139001,143,Encino,17640 Burbank Blvd.,91316,Encino,CA,34.172068,-118.517659,1,rooftop,17640,Burbank Blvd,Encino,CA,Los Angeles County,91316,US,Los Angeles County,2015,6,06037,622692,139001,2008,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06073020403,144,Escondido,"1885 So. Centre City Pkwy., Unit “A”",92025,Escondido,CA,33.102005,-117.08042,0.33,place,0,0,Escondido,CA,San Diego County,92025,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06073,622804,020403,1020,1,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06067008008,145,Fair Oaks,5309 Sunrise Blvd.,95628,Fair Oaks,CA,38.662471,-121.272041,0.8,range_interpolation,5309,Sunrise Blvd,Fair Oaks,CA,Sacramento County,95628,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06067,623294,008008,3005,3,"Sacramento--Roseville--Arden-Arcade, CA",40900,metropolitan,"Sacramento-Roseville, CA",472
14000US06067008402,146,Folsom,850 East Bidwell,95630,Folsom,CA,38.672137,-121.15593,1,rooftop,850,E Bidwell St,Folsom,CA,Sacramento County,95630,US,Secramento County,2015,6,06067,624638,008402,3024,3,"Sacramento--Roseville--Arden-Arcade, CA",40900,metropolitan,"Sacramento-Roseville, CA",472
14000US06001441923,147,Fremont,39324 Argonaut Way,94538,Fremont,CA,37.543547,-121.986113,1,rooftop,39324,Argonaut Way,Fremont,CA,Alameda County,94538,US,Alameda County,2015,6,06001,626000,441923,2045,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06019004505,148,Fresno,5376 N. Blackstone,93710,Fresno,CA,36.814875,-119.7893,1,rooftop,5376,N Blackstone Ave,Fresno,CA,Fresno County,93710,US,Fresno County,2015,6,06019,627000,004505,2005,2,"Fresno, CA",23420,metropolitan,"Fresno-Madera, CA",260
14000US06037302003,149,Glendale,130 N. Glendale Ave.,91206,Glendale,CA,34.147062,-118.246468,1,rooftop,130,N Glendale Ave,Glendale,CA,Los Angeles County,91206,US,Los Angeles County,2015,6,06037,630000,302003,1013,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06083002914,150,Goleta,5767 Calle Real,93117,Goleta,CA,34.44137,-119.823317,0.6,range_interpolation,5767,Cll Real,Goleta,CA,Santa Barbara County,93117,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06083,630378,002914,2010,2,"Santa Maria-Santa Barbara, CA",42200,metropolitan,0,0
14000US06037111201,151,Granada Hills,11114 Balboa Blvd.,91344,Granada Hills,CA,34.272679,-118.501967,1,rooftop,11114,Balboa Blvd,Granada Hills,CA,Los Angeles County,91344,US,Los Angeles County,2015,6,06037,630602,111201,1003,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037191000,152,Hollywood,1600 N. Vine Street,90028,Los Angeles,CA,34.1,-118.32647,1,rooftop,1600,N Vine St,Los Angeles,CA,Los Angeles County,90028,US,City of Los Angeles,2015,6,06037,644000,191000,3003,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059099311,153,Huntington Bch.,18681-101 Main Street,92648,Huntington Bch.,CA,33.657645,-118.00196,1,rooftop,101,Main St,Huntington Beach,CA,Orange County,92648,US,Orange County,2015,6,06059,636000,099311,1021,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059099240,154,Huntington Bch.,21431 Brookhurst St.,92646,Huntington Bch.,CA,33.651874,-117.953674,1,range_interpolation,21431,Brookhurst St,Huntington Beach,CA,Orange County,92646,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,636000,099240,2026,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059052527,155,Irvine (Walnut Village Center),14443 Culver Drive,92604,Irvine,CA,33.706142,-117.788436,0.9,rooftop,14443,Culver Dr,Irvine,CA,Orange County,92606,US,City of Irvine,2015,6,06059,636770,052527,1034,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059062627,156,Irvine (University Center),4225 Campus Dr.,92612,Irvine,CA,33.647927,-117.83511,1,range_interpolation,4225,Campus Dr,Irvine,CA,Orange County,92612,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,636770,062627,2001,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059052517,157,Irvine (Irvine & Sand Cyn),6222 Irvine Blvd.,92620,Irvine,CA,33.672218,-117.768064,0.8,range_interpolation,6222,Irvine Blvd,Irvine,CA,Orange County,92620,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,636770,052517,1016,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037460502,158,La Cañada,475 Foothill Blvd.,91011,La Canada,CA,34.199791,-118.188611,1,rooftop,475,Foothill Blvd,La Canada Flintridge,CA,Los Angeles County,91011,US,Los Angeles County,2015,6,06037,639003,460502,6013,6,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06065045121,159,La Quinta,46-400 Washington Street,92253,La Quinta,CA,33.692926,-116.295119,0.7,street_center,0,Washington St,La Quinta,CA,Riverside County,92253,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06065,640354,045121,3014,3,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06013350000,160,Lafayette,3649 Mt. Diablo Blvd.,94549,Lafayette,CA,37.890245,-122.126941,1,rooftop,3649,Mt Diablo Blvd,Lafayette,CA,Contra Costa County,94549,US,Contra Costa County,2015,6,06013,639122,350000,1004,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06059062647,161,Laguna Hills,24321 Avenue De La Carlota,92653,Laguna Hills,CA,33.609958,-117.702658,1,range_interpolation,24321,Ave De La Carlota,Laguna Hills,CA,Orange County,92653,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,639220,062647,1005,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059042332,162,Laguna Niguel,32351 Street of the Golden Lantern,92677,Laguna Niguel,CA,33.49302,-117.696612,1,rooftop,32351,Golden Lantern,Laguna Niguel,CA,Orange County,92677,US,City of Laguna Niguel,2015,6,06059,639248,042332,2003,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06059052420,163,La Jolla,8657 Villa LaJolla Drive #210,92037,La Jolla,CA,33.722529,-117.748126,0.6,street_center,0,Viola,Irvine,CA,Orange County,92620,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06059,636770,052420,4004,4,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06073015000,164,La Mesa,5495 Grossmont Center Dr.,91942,La Mesa,CA,32.779306,-117.00561,1,rooftop,5495,Grossmont Center Dr,La Mesa,CA,San Diego County,91942,US,San Diego Geographic Information Source - JPA,2015,6,06073,640004,015000,2031,2,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
14000US06041121200,165,Larkspur,2052 Redwood Hwy,94921,Larkspur,CA,37.937904,-122.514894,0.8,rooftop,2052,Redwood Hwy,Greenbrae,CA,Marin County,94904,US,Marin County,2015,6,06041,630952,121200,2074,2,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06001451602,166,Livermore,1122-A East Stanley Blvd.,94550,Livermore,CA,37.680185,-121.781522,0.9,rooftop,1122,E Stanley Bl,Livermore,CA,Alameda County,94550,US,Alameda County,2015,6,06001,641992,451602,1016,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037980007,167,Long Beach (PCH),6451 E. Pacific Coast Hwy.,90803,Long Beach,CA,33.756837,-118.108455,1,rooftop,6451,E Highway 1,Long Beach,CA,Los Angeles County,90803,US,Los Angeles County,2015,6,06037,643000,980007,1015,1,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037574300,168,Long Beach (Bellflower Blvd.),2222 Bellflower Blvd.,90815,Long Beach,CA,33.796576,-118.122905,1,rooftop,2222,Bellflower Blvd,Long Beach,CA,Los Angeles County,90815,US,Los Angeles County,2015,6,06037,643000,574300,3006,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06085507805,169,Los Altos,2310 Homestead Rd.,94024,Los Altos,CA,37.336247,-122.066737,1,rooftop,2310,Homestead Rd,Los Altos,CA,Santa Clara County,94024,US,Santa Clara County,2015,6,06085,643280,507805,2020,2,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037214000,170,Los Angeles,263 S. La Brea,90036,Los Angeles,CA,34.07041,-118.350411,0.33,place,0,0,Los Angeles,CA,Los Angeles County,90036,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,644000,214000,2009,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037214600,171,Los Angeles (3rd & Fairfax),W 3rd St & S Fairfax Ave (NW corner),90048,Los Angeles,CA,34.071515,-118.361411,0.9,intersection,0,S Fairfax Ave,Los Angeles,CA,Los Angeles County,90036,US,TIGER/Line® dataset from the US Census Bureau,2015,6,06037,644000,214600,2000,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037214902,172,Los Angeles (Burton Way),8500 Burton Way,90048,Los Angeles,CA,34.071018,-118.376669,1,rooftop,8500,Burton Way,Los Angeles,CA,Los Angeles County,90048,US,Los Angeles County,2015,6,06037,644000,214902,2013,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06037189800,173,Los Angeles (Sunset Strip),8000 Sunset Blvd.,90046,Los Angeles,CA,34.09783,-118.364656,1,rooftop,8000,W Sunset Blvd,Los Angeles,CA,Los Angeles County,90046,US,Los Angeles County,2015,6,06037,644000,189800,3007,3,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06085506801,174,Los Gatos,15466 Los Gatos Blvd.,95032,Los Gatos,CA,37.244242,-121.957804,1,rooftop,15466,Los Gatos Blvd,Los Gatos,CA,Santa Clara County,95032,US,Santa Clara County,2015,6,06085,644112,506801,2021,2,"San Jose-Sunnyvale-Santa Clara, CA",41940,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06037620400,175,Manhattan Beach,1821 Manhattan Beach. Blvd.,90266,Manhattan Bch.,CA,33.887538,-118.379664,1,rooftop,1821,Manhattan Beach Blvd,Manhattan Beach,CA,Los Angeles County,90266,US,Los Angeles County,2015,6,06037,645400,620400,2009,2,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348
14000US06081612600,177,Menlo Park,720 Menlo Avenue,94025,Menlo Park,CA,37.451386,-122.183385,1,rooftop,720,Menlo Ave,Menlo Park,CA,San Mateo County,94025,US,San Mateo County,2015,6,06081,646870,612600,3010,3,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06081604800,178,Millbrae,765 Broadway,94030,Millbrae,CA,37.603484,-122.395962,1,rooftop,765,Broadway,Millbrae,CA,San Mateo County,94030,US,San Mateo County,2015,6,06081,647486,604800,1000,1,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488
14000US06073013414,179,Mission Valley,1072 Camino Del Rio North,92105,San Diego,CA,32.635977,-117.015123,0.5,rooftop,1072,Camino Del Sol,Chula Vista,CA,San Diego County,91910,US,San Diego Geographic Information Source - JPA,2015,6,06073,613392,013414,2004,2,"San Diego-Carlsbad, CA",41740,metropolitan,0,0
